order_id,customer_id,timestamp,order_amount,product_category,payment_method,customer_age_days,previous_orders,previous_returns,customer_return_rate,orders_last_7_days,orders_last_30_days,returns_last_7_days,returns_last_30_days,average_order_value,discount_percentage,delivery_days,return_days_after_delivery,address_change_count,payment_failures,previous_chargebacks,is_first_order,is_high_value_order,is_abusive_return
ORD_691348_21693,CUST_005203,2025-01-18 07:44:22,200.84,Beauty,Netbanking,846,2,0,0.0,1,2,0,0,113.64,65.1,6,7,0,0,0,0,1,0
ORD_899341_35534,CUST_008534,2025-01-18 07:46:52,257.8,Electronics,COD,911,1,0,0.0,0,1,0,0,201.13,51.3,4,6,0,0,0,0,1,1
ORD_863561_35321,CUST_008485,2025-01-18 07:55:49,98.11,Clothing,Credit Card,308,1,0,0.0,1,1,0,0,47.56,0.9,5,24,1,0,0,0,0,1
ORD_349438_20460,CUST_004917,2025-01-18 08:06:07,57.41,Home,Credit Card,94,1,1,1.0,0,1,0,1,59.93,29.5,4,0,0,0,0,0,0,1
ORD_375836_21089,CUST_005070,2025-01-18 08:07:26,49.16,Electronics,UPI,644,1,0,0.0,1,1,0,0,45.1,24.3,5,3,0,0,0,0,0,0
ORD_223387_53584,CUST_012948,2025-01-18 08:11:07,53.11,Clothing,Debit Card,150,0,0,0.0,0,0,0,0,0.0,42.1,2,9,0,0,0,1,0,0
ORD_417466_31362,CUST_007520,2025-01-18 08:12:42,82.57,Beauty,UPI,525,0,0,0.0,0,0,0,0,0.0,20.3,2,11,0,0,0,1,0,1
ORD_714001_15175,CUST_003652,2025-01-18 08:18:39,34.36,Clothing,UPI,416,0,0,0.0,0,0,0,0,0.0,7.5,6,0,0,0,0,1,0,0
ORD_729022_60595,CUST_014650,2025-01-18 08:19:29,104.9,Electronics,Netbanking,149,2,0,0.0,0,2,0,0,70.02,15.1,4,0,0,0,0,0,0,1
ORD_190543_83072,CUST_019946,2025-01-18 08:22:12,218.75,Home,Credit Card,183,1,1,1.0,1,1,1,1,136.15,42.4,2,5,0,0,0,0,1,0
ORD_797244_12105,CUST_002919,2025-01-18 08:24:51,304.88,Clothing,Debit Card,599,2,0,0.0,1,2,0,0,239.51,5.6,2,1,0,0,0,0,1,0
ORD_389254_26024,CUST_006249,2025-01-18 08:56:59,27.47,Clothing,Credit Card,535,0,0,0.0,0,0,0,0,0.0,23.8,4,9,0,0,0,1,0,0
ORD_593706_60968,CUST_014735,2025-01-18 09:12:38,184.72,Clothing,Credit Card,78,0,0,0.0,0,0,0,0,0.0,13.2,4,8,0,0,0,1,1,1
ORD_278372_40216,CUST_009702,2025-01-18 09:19:45,123.02,Home,Credit Card,188,3,1,0.3333,1,3,0,1,171.57,13.4,5,0,0,0,0,0,0,0
ORD_555150_16886,CUST_004071,2025-01-18 09:42:40,556.04,Home,UPI,955,2,0,0.0,0,2,0,0,435.87,17.8,6,0,0,0,0,0,1,0
ORD_791756_14395,CUST_003465,2025-01-18 09:47:04,220.29,Clothing,Credit Card,79,2,1,0.5,1,2,1,1,221.11,37.0,3,12,0,0,0,0,1,0
ORD_913109_8545,CUST_002026,2025-01-18 09:48:07,97.09,Clothing,Debit Card,879,1,0,0.0,0,1,0,0,68.68,7.0,3,11,0,0,0,0,0,0
ORD_541939_23350,CUST_005604,2025-01-18 09:55:12,71.39,Beauty,COD,477,1,0,0.0,0,1,0,0,105.84,17.1,1,13,0,0,0,0,0,0
ORD_575126_82467,CUST_019795,2025-01-18 10:01:50,44.19,Clothing,UPI,816,2,0,0.0,1,2,0,0,29.73,14.7,4,3,0,0,0,0,0,0
ORD_321806_68774,CUST_016562,2025-01-18 10:07:38,27.99,Home,UPI,225,0,0,0.0,0,0,0,0,0.0,50.3,2,12,0,0,0,1,0,0
ORD_723602_90403,CUST_021678,2025-01-18 10:08:09,36.69,Clothing,COD,154,0,0,0.0,0,0,0,0,0.0,15.9,2,17,0,0,0,1,0,0
ORD_173418_37797,CUST_009102,2025-01-18 10:08:11,63.31,Clothing,UPI,297,1,1,1.0,1,1,1,1,61.75,11.7,7,4,0,0,0,0,0,0
ORD_702307_86442,CUST_020732,2025-01-18 10:11:44,246.0,Clothing,UPI,208,0,0,0.0,0,0,0,0,0.0,19.2,3,2,0,0,0,1,1,0
ORD_428736_53682,CUST_012972,2025-01-18 10:21:07,23.09,Clothing,Credit Card,659,0,0,0.0,0,0,0,0,0.0,19.1,4,14,0,0,0,1,0,0
ORD_107412_83654,CUST_020073,2025-01-18 10:21:31,47.16,Clothing,UPI,449,2,1,0.5,1,2,0,1,51.25,0.7,5,10,0,0,0,0,0,0
ORD_207560_58539,CUST_014155,2025-01-18 10:21:46,68.33,Electronics,UPI,485,1,0,0.0,0,1,0,0,47.12,50.6,2,3,0,0,0,0,0,0
ORD_753189_99127,CUST_023796,2025-01-18 10:25:28,18.77,Clothing,UPI,231,2,0,0.0,1,2,0,0,25.45,44.8,3,3,0,0,0,0,0,1
ORD_617737_6423,CUST_001523,2025-01-18 10:30:52,17.94,Books,Debit Card,401,0,0,0.0,0,0,0,0,0.0,4.9,5,14,0,0,0,1,0,0
ORD_840431_90353,CUST_021667,2025-01-18 10:31:47,80.57,Electronics,Debit Card,894,1,0,0.0,1,1,0,0,80.6,31.2,3,6,0,0,0,0,0,0
ORD_856177_48443,CUST_011696,2025-01-18 10:38:41,79.4,Clothing,Credit Card,208,2,1,0.5,1,2,1,1,63.45,0.3,4,4,0,0,0,0,0,1
ORD_289032_91307,CUST_021888,2025-01-18 10:41:22,74.1,Beauty,Debit Card,92,0,0,0.0,0,0,0,0,0.0,24.3,6,11,0,0,0,1,0,0
ORD_648538_46343,CUST_011201,2025-01-18 10:41:54,12.07,Electronics,UPI,297,0,0,0.0,0,0,0,0,0.0,25.7,3,4,0,0,0,1,0,1
ORD_474483_53802,CUST_012998,2025-01-18 10:42:33,315.75,Beauty,Credit Card,587,2,0,0.0,0,2,0,0,294.77,9.9,4,1,1,0,0,0,1,0
ORD_750630_96714,CUST_023207,2025-01-18 10:42:59,36.97,Books,UPI,725,1,0,0.0,1,1,0,0,42.63,23.7,5,7,0,0,0,0,0,0
ORD_607130_52882,CUST_012775,2025-01-18 10:54:01,97.13,Electronics,Credit Card,592,0,0,0.0,0,0,0,0,0.0,23.1,5,3,0,0,0,1,0,0
ORD_509398_91022,CUST_021822,2025-01-18 10:56:03,154.75,Electronics,UPI,751,0,0,0.0,0,0,0,0,0.0,27.9,2,0,0,0,0,1,1,0
ORD_237627_49829,CUST_012033,2025-01-18 10:58:50,47.85,Beauty,Credit Card,229,0,0,0.0,0,0,0,0,0.0,34.2,5,1,0,0,0,1,0,0
ORD_595830_41980,CUST_010148,2025-01-18 11:00:14,73.16,Beauty,COD,947,0,0,0.0,0,0,0,0,0.0,9.6,3,0,0,0,0,1,0,0
ORD_356619_102177,CUST_024548,2025-01-18 11:03:56,160.15,Electronics,Netbanking,978,0,0,0.0,0,0,0,0,0.0,54.7,5,2,0,0,0,1,1,1
ORD_672570_74518,CUST_017921,2025-01-18 11:04:05,29.27,Home,Debit Card,744,3,0,0.0,0,3,0,0,32.43,2.6,2,0,1,0,0,0,0,0
ORD_407446_100195,CUST_024054,2025-01-18 11:06:41,158.27,Clothing,Credit Card,554,0,0,0.0,0,0,0,0,0.0,10.3,4,2,0,0,0,1,1,0
ORD_743578_67026,CUST_016127,2025-01-18 11:19:15,106.72,Clothing,Credit Card,627,2,1,0.5,1,2,0,1,77.42,53.2,4,30,2,0,0,0,0,1
ORD_645943_80671,CUST_019359,2025-01-18 11:20:57,34.41,Clothing,Netbanking,784,2,2,1.0,0,2,0,2,22.18,31.8,3,5,0,0,0,0,0,1
ORD_849027_102535,CUST_024626,2025-01-18 11:25:04,59.5,Beauty,COD,83,0,0,0.0,0,0,0,0,0.0,22.8,7,6,0,0,0,1,0,0
ORD_107054_62891,CUST_015180,2025-01-18 11:26:26,168.37,Beauty,UPI,336,0,0,0.0,0,0,0,0,0.0,10.3,3,5,0,0,0,1,1,0
ORD_914372_74562,CUST_017932,2025-01-18 11:31:34,117.24,Clothing,Credit Card,111,0,0,0.0,0,0,0,0,0.0,32.9,1,9,0,0,0,1,0,0
ORD_568781_100433,CUST_024109,2025-01-18 11:34:08,44.2,Electronics,UPI,145,4,0,0.0,0,4,0,0,54.23,26.7,3,18,0,1,0,0,0,1
ORD_463972_6436,CUST_001530,2025-01-18 11:40:32,114.88,Clothing,Credit Card,607,2,0,0.0,2,2,0,0,87.07,26.5,5,19,0,0,0,0,0,0
ORD_222465_103949,CUST_024971,2025-01-18 11:45:41,17.26,Beauty,Credit Card,818,3,1,0.3333,1,3,0,1,21.47,40.7,3,7,0,0,0,0,0,1
ORD_786620_98777,CUST_023704,2025-01-18 11:46:18,64.04,Home,Credit Card,448,0,0,0.0,0,0,0,0,0.0,31.5,4,0,0,0,0,1,0,0
ORD_782658_74681,CUST_017953,2025-01-18 11:46:45,192.34,Beauty,UPI,904,1,1,1.0,1,1,1,1,190.07,22.4,5,4,0,1,0,0,1,1
ORD_880301_103483,CUST_024855,2025-01-18 11:47:02,69.09,Clothing,UPI,726,0,0,0.0,0,0,0,0,0.0,41.8,7,8,0,0,0,1,0,0
ORD_725748_62520,CUST_015098,2025-01-18 11:48:46,57.33,Clothing,UPI,778,0,0,0.0,0,0,0,0,0.0,25.5,1,4,0,0,0,1,0,0
ORD_330434_12587,CUST_003033,2025-01-18 11:50:02,60.21,Clothing,UPI,339,0,0,0.0,0,0,0,0,0.0,14.9,3,1,0,0,0,1,0,1
ORD_339797_80329,CUST_019276,2025-01-18 11:54:25,27.53,Clothing,Credit Card,400,0,0,0.0,0,0,0,0,0.0,15.4,1,0,0,0,0,1,0,0
ORD_917744_47811,CUST_011547,2025-01-18 11:55:31,60.72,Beauty,UPI,152,2,0,0.0,1,2,0,0,82.56,9.2,2,4,0,0,0,0,0,0
ORD_677793_96406,CUST_023118,2025-01-18 11:55:55,78.05,Clothing,Credit Card,65,0,0,0.0,0,0,0,0,0.0,13.4,2,0,0,0,0,1,0,0
ORD_515735_40702,CUST_009837,2025-01-18 11:59:08,124.45,Beauty,COD,378,0,0,0.0,0,0,0,0,0.0,24.1,6,20,0,0,0,1,0,0
ORD_606492_38911,CUST_009373,2025-01-18 12:01:06,125.72,Books,Credit Card,941,1,1,1.0,0,1,0,1,107.66,32.8,3,16,0,0,0,0,0,0
ORD_186239_49249,CUST_011903,2025-01-18 12:03:15,26.98,Clothing,UPI,645,2,1,0.5,1,2,1,1,34.4,9.4,2,4,0,0,0,0,0,0
ORD_544615_26746,CUST_006431,2025-01-18 12:03:40,35.79,Clothing,Debit Card,184,1,0,0.0,0,1,0,0,39.85,22.6,3,15,0,0,0,0,0,1
ORD_164000_1858,CUST_000439,2025-01-18 12:07:13,104.87,Clothing,Debit Card,731,2,1,0.5,1,2,0,1,93.78,20.6,4,3,0,0,0,0,0,1
ORD_428844_14869,CUST_003571,2025-01-18 12:08:09,27.06,Clothing,Debit Card,459,3,2,0.6667,1,3,1,2,30.95,10.0,3,1,0,0,0,0,0,0
ORD_920266_66534,CUST_016004,2025-01-18 12:09:58,43.21,Home,UPI,194,1,0,0.0,0,1,0,0,55.17,19.3,7,5,0,0,0,0,0,0
ORD_455195_23780,CUST_005706,2025-01-18 12:12:59,200.01,Beauty,Credit Card,123,0,0,0.0,0,0,0,0,0.0,3.9,6,6,0,0,0,1,1,0
ORD_284940_87962,CUST_021073,2025-01-18 12:16:38,40.92,Clothing,Credit Card,696,2,1,0.5,0,2,0,1,26.77,6.1,4,2,0,0,0,0,0,1
ORD_490598_90203,CUST_021622,2025-01-18 12:19:38,113.48,Clothing,UPI,580,4,0,0.0,2,4,0,0,164.24,3.0,3,0,0,0,0,0,0,0
ORD_664668_88826,CUST_021276,2025-01-18 12:26:45,62.29,Beauty,Debit Card,245,0,0,0.0,0,0,0,0,0.0,13.0,3,6,0,0,0,1,0,0
ORD_431407_78003,CUST_018738,2025-01-18 12:27:53,54.02,Home,Debit Card,918,1,0,0.0,0,1,0,0,62.19,32.4,3,8,0,0,0,0,0,1
ORD_522684_6741,CUST_001605,2025-01-18 12:40:59,149.66,Beauty,UPI,708,3,0,0.0,1,3,0,0,206.59,30.7,6,4,2,0,0,0,0,1
ORD_349216_28541,CUST_006849,2025-01-18 12:42:51,126.06,Clothing,Credit Card,374,3,1,0.3333,2,3,0,1,87.43,4.4,6,1,0,0,0,0,0,0
ORD_905658_6026,CUST_001437,2025-01-18 12:48:50,156.24,Beauty,UPI,851,0,0,0.0,0,0,0,0,0.0,25.2,1,1,0,0,0,1,1,1
ORD_788073_97777,CUST_023458,2025-01-18 13:05:16,45.93,Electronics,Credit Card,301,1,0,0.0,0,1,0,0,68.27,18.8,2,0,0,0,0,0,0,0
ORD_885775_52095,CUST_012562,2025-01-18 13:14:04,139.98,Clothing,Credit Card,715,1,0,0.0,0,1,0,0,126.65,19.1,3,14,0,0,0,0,0,0
ORD_586141_10193,CUST_002431,2025-01-18 13:16:57,130.06,Beauty,Debit Card,181,0,0,0.0,0,0,0,0,0.0,8.8,4,2,0,0,0,1,0,0
ORD_554149_87524,CUST_020981,2025-01-18 13:17:03,97.85,Clothing,Debit Card,148,0,0,0.0,0,0,0,0,0.0,36.8,6,1,0,0,0,1,0,0
ORD_111333_89236,CUST_021372,2025-01-18 13:24:31,156.12,Clothing,COD,493,0,0,0.0,0,0,0,0,0.0,17.0,2,2,0,0,0,1,1,1
ORD_979172_34544,CUST_008312,2025-01-18 13:41:26,247.66,Electronics,Debit Card,142,1,0,0.0,0,1,0,0,210.09,2.4,6,18,1,0,0,0,1,0
ORD_311859_73010,CUST_017530,2025-01-18 13:43:30,82.85,Clothing,Credit Card,999,2,0,0.0,1,2,0,0,61.56,17.2,6,0,1,0,0,0,0,1
ORD_685427_33879,CUST_008139,2025-01-18 13:52:11,126.43,Beauty,COD,587,2,0,0.0,0,2,0,0,185.41,7.0,3,8,2,0,0,0,0,1
ORD_993284_78569,CUST_018871,2025-01-18 13:54:12,52.74,Clothing,Debit Card,897,0,0,0.0,0,0,0,0,0.0,18.5,3,3,0,0,0,1,0,0
ORD_637629_32944,CUST_007919,2025-01-18 13:55:13,97.01,Home,UPI,814,0,0,0.0,0,0,0,0,0.0,24.7,7,5,0,0,0,1,0,1
ORD_383149_4367,CUST_001042,2025-01-18 13:55:43,164.85,Clothing,Debit Card,528,0,0,0.0,0,0,0,0,0.0,15.3,7,8,0,0,0,1,1,1
ORD_198755_46206,CUST_011176,2025-01-18 13:58:55,92.21,Books,UPI,181,0,0,0.0,0,0,0,0,0.0,14.9,2,14,0,0,0,1,0,1
ORD_632447_88942,CUST_021303,2025-01-18 14:00:58,49.6,Home,Credit Card,330,2,1,0.5,2,2,1,1,67.65,15.7,4,0,0,0,0,0,0,0
ORD_689837_80627,CUST_019347,2025-01-18 14:02:12,111.82,Books,UPI,693,0,0,0.0,0,0,0,0,0.0,15.3,3,5,0,0,0,1,0,0
ORD_190735_14992,CUST_003608,2025-01-18 14:25:24,34.17,Clothing,Netbanking,484,0,0,0.0,0,0,0,0,0.0,10.4,4,4,0,0,0,1,0,1
ORD_507488_1372,CUST_000324,2025-01-18 14:39:01,166.03,Clothing,Credit Card,955,1,0,0.0,0,1,0,0,187.78,7.5,3,6,0,0,0,0,1,1
ORD_760502_74113,CUST_017815,2025-01-18 14:54:32,152.52,Beauty,COD,199,2,1,0.5,0,2,0,1,152.49,9.0,3,0,0,0,0,0,1,1
ORD_756957_9715,CUST_002307,2025-01-18 14:59:02,117.84,Beauty,Credit Card,479,2,0,0.0,0,2,0,0,100.58,25.1,1,7,1,0,0,0,0,1
ORD_175784_71746,CUST_017241,2025-01-18 15:07:52,141.69,Books,Credit Card,504,1,0,0.0,1,1,0,0,128.87,38.2,5,2,0,0,0,0,0,0
ORD_733757_8447,CUST_002008,2025-01-18 15:18:06,15.13,Clothing,Credit Card,545,2,0,0.0,2,2,0,0,53.69,8.5,5,1,0,0,0,0,0,0
ORD_805936_88932,CUST_021300,2025-01-18 15:20:52,17.14,Clothing,UPI,335,1,0,0.0,0,1,0,0,17.48,44.1,2,4,0,0,0,0,0,0
ORD_637483_25994,CUST_006242,2025-01-18 15:21:37,122.4,Home,Credit Card,904,1,0,0.0,0,1,0,0,47.47,29.8,3,1,0,0,0,0,0,0
ORD_118264_25131,CUST_006052,2025-01-18 15:21:51,36.54,Clothing,UPI,102,1,0,0.0,1,1,0,0,42.99,9.8,5,0,0,1,0,0,0,1
ORD_882794_2530,CUST_000604,2025-01-18 15:32:39,25.01,Books,Debit Card,954,2,1,0.5,1,2,0,1,19.23,13.6,5,2,0,0,0,0,0,1
ORD_966339_20846,CUST_005011,2025-01-18 15:32:54,148.72,Clothing,UPI,626,1,0,0.0,1,1,0,0,76.85,9.3,4,2,0,0,0,0,0,0
ORD_119259_75463,CUST_018128,2025-01-18 15:33:03,138.13,Electronics,UPI,302,1,1,1.0,0,1,0,1,155.74,23.3,4,3,0,0,0,0,0,1
ORD_332585_98343,CUST_023604,2025-01-18 15:33:57,134.37,Home,Debit Card,832,4,2,0.5,1,4,1,2,155.62,29.9,3,0,0,0,0,0,0,0
ORD_769254_83421,CUST_020022,2025-01-18 15:53:53,82.86,Home,Credit Card,839,1,1,1.0,0,1,0,1,81.17,20.5,3,7,0,0,0,0,0,1
ORD_415996_78188,CUST_018781,2025-01-18 15:57:54,123.28,Home,Credit Card,330,3,0,0.0,2,3,0,0,118.36,20.9,5,25,0,0,0,0,0,0
ORD_861467_58959,CUST_014256,2025-01-18 16:12:48,16.05,Home,COD,847,0,0,0.0,0,0,0,0,0.0,9.8,3,1,0,0,0,1,0,0
ORD_221692_11125,CUST_002668,2025-01-18 16:12:56,33.88,Clothing,Netbanking,628,1,0,0.0,0,1,0,0,30.42,33.0,4,4,0,0,0,0,0,0
ORD_260737_46203,CUST_011174,2025-01-18 16:16:06,112.29,Clothing,UPI,178,1,0,0.0,1,1,0,0,88.43,16.9,6,5,0,0,0,0,0,0
ORD_336359_50422,CUST_012163,2025-01-18 16:17:07,44.98,Clothing,UPI,522,1,0,0.0,0,1,0,0,66.82,2.5,3,3,0,0,0,0,0,0
ORD_737821_14670,CUST_003524,2025-01-18 16:21:45,62.58,Books,Debit Card,531,0,0,0.0,0,0,0,0,0.0,45.5,3,0,0,0,0,1,0,0
ORD_506722_329,CUST_000088,2025-01-18 16:21:55,106.61,Beauty,Credit Card,1010,1,0,0.0,0,1,0,0,121.87,2.0,1,2,0,0,0,0,0,0
ORD_850557_47437,CUST_011459,2025-01-18 16:30:26,119.98,Beauty,Credit Card,772,0,0,0.0,0,0,0,0,0.0,11.1,5,24,0,0,0,1,0,1
ORD_995665_21871,CUST_005245,2025-01-18 16:36:55,365.74,Beauty,Credit Card,443,0,0,0.0,0,0,0,0,0.0,2.6,5,6,0,0,0,1,1,0
ORD_534774_315,CUST_000087,2025-01-18 16:41:57,32.68,Home,UPI,372,1,1,1.0,0,1,0,1,48.62,12.1,4,3,0,0,0,0,0,1
ORD_932716_43410,CUST_010489,2025-01-18 16:43:19,38.46,Clothing,COD,364,0,0,0.0,0,0,0,0,0.0,15.4,6,17,0,0,0,1,0,0
ORD_917471_67179,CUST_016165,2025-01-18 16:45:56,307.87,Electronics,Credit Card,784,2,0,0.0,0,2,0,0,354.37,35.8,4,9,0,0,0,0,1,1
ORD_466214_47362,CUST_011439,2025-01-18 16:47:00,284.83,Beauty,Debit Card,863,0,0,0.0,0,0,0,0,0.0,18.7,6,30,0,0,0,1,1,0
ORD_512364_58705,CUST_014191,2025-01-18 16:49:37,54.06,Electronics,Debit Card,805,1,1,1.0,1,1,1,1,45.57,33.0,3,7,0,0,0,0,0,1
ORD_150238_24365,CUST_005862,2025-01-18 16:51:23,152.17,Beauty,Netbanking,480,1,1,1.0,1,1,1,1,224.42,32.4,4,13,0,0,0,0,1,1
ORD_487673_1573,CUST_000369,2025-01-18 16:53:41,94.43,Home,Credit Card,820,2,0,0.0,0,2,0,0,61.95,12.1,5,9,0,0,0,0,0,0
ORD_417393_59337,CUST_014350,2025-01-18 17:06:39,65.72,Home,Credit Card,790,3,1,0.3333,2,3,0,1,73.26,70.0,2,4,0,0,0,0,0,0
ORD_278532_6463,CUST_001538,2025-01-18 17:06:48,30.58,Electronics,Credit Card,564,0,0,0.0,0,0,0,0,0.0,11.8,4,4,0,0,0,1,0,0
ORD_195815_22992,CUST_005518,2025-01-18 17:10:21,127.08,Clothing,Credit Card,249,1,0,0.0,1,1,0,0,105.71,19.3,5,7,0,0,0,0,0,0
ORD_980394_81260,CUST_019507,2025-01-18 17:12:17,81.03,Clothing,Debit Card,212,0,0,0.0,0,0,0,0,0.0,23.0,3,15,0,0,0,1,0,0
ORD_225021_5313,CUST_001280,2025-01-18 17:12:47,30.52,Beauty,UPI,845,1,0,0.0,0,1,0,0,42.06,22.7,1,10,1,0,0,0,0,1
ORD_760587_4296,CUST_001024,2025-01-18 17:16:33,34.33,Beauty,Credit Card,423,3,0,0.0,2,3,0,0,49.33,25.6,4,6,0,0,0,0,0,0
ORD_600195_3011,CUST_000728,2025-01-18 17:29:23,185.84,Electronics,UPI,266,0,0,0.0,0,0,0,0,0.0,23.7,4,1,0,0,0,1,1,0
ORD_188394_24043,CUST_005777,2025-01-18 17:31:59,28.7,Books,Debit Card,801,0,0,0.0,0,0,0,0,0.0,1.0,5,5,0,0,0,1,0,0
ORD_834092_9855,CUST_002347,2025-01-18 17:33:08,49.06,Clothing,Debit Card,689,3,0,0.0,1,3,0,0,56.64,33.6,4,7,0,0,0,0,0,1
ORD_536929_92462,CUST_022166,2025-01-18 17:39:05,382.06,Clothing,Debit Card,341,0,0,0.0,0,0,0,0,0.0,27.9,3,24,0,0,0,1,1,0
ORD_347370_37637,CUST_009058,2025-01-18 17:42:57,49.04,Clothing,Netbanking,494,2,1,0.5,0,2,0,1,54.79,19.1,4,1,1,0,0,0,0,1
ORD_120033_24210,CUST_005823,2025-01-18 17:46:38,175.25,Electronics,Credit Card,51,0,0,0.0,0,0,0,0,0.0,28.7,3,2,0,0,0,1,1,1
ORD_440673_52469,CUST_012662,2025-01-18 17:48:09,55.81,Beauty,Credit Card,886,2,0,0.0,2,2,0,0,55.53,26.8,3,2,0,1,0,0,0,0
ORD_896238_48591,CUST_011737,2025-01-18 17:54:14,163.1,Home,Credit Card,732,0,0,0.0,0,0,0,0,0.0,8.0,2,8,0,0,0,1,1,1
ORD_331228_29147,CUST_006991,2025-01-18 17:59:22,256.71,Home,Debit Card,100,0,0,0.0,0,0,0,0,0.0,22.4,4,4,0,0,0,1,1,1
ORD_950358_66837,CUST_016078,2025-01-18 18:04:20,31.15,Home,UPI,854,0,0,0.0,0,0,0,0,0.0,36.0,4,19,0,0,0,1,0,0
ORD_622013_69386,CUST_016706,2025-01-18 18:05:54,135.52,Home,COD,946,1,0,0.0,0,1,0,0,123.71,44.6,7,0,0,1,0,0,0,0
ORD_899574_14942,CUST_003593,2025-01-18 18:09:01,99.19,Books,Credit Card,965,2,1,0.5,2,2,1,1,182.2,21.2,6,2,0,0,0,0,0,0
ORD_509975_100411,CUST_024101,2025-01-18 18:09:35,63.1,Clothing,UPI,381,1,1,1.0,1,1,1,1,111.24,44.3,2,6,1,0,0,0,0,1
ORD_650759_39081,CUST_009412,2025-01-18 18:12:53,115.81,Beauty,Credit Card,561,0,0,0.0,0,0,0,0,0.0,12.8,4,6,0,0,0,1,0,0
ORD_470070_7353,CUST_001749,2025-01-18 18:28:52,28.11,Electronics,Credit Card,381,0,0,0.0,0,0,0,0,0.0,18.7,5,0,0,0,0,1,0,0
ORD_892593_37980,CUST_009154,2025-01-18 18:38:06,50.3,Electronics,UPI,956,0,0,0.0,0,0,0,0,0.0,46.7,7,3,0,0,0,1,0,1
ORD_805670_53118,CUST_012828,2025-01-18 18:38:45,104.76,Beauty,Credit Card,792,0,0,0.0,0,0,0,0,0.0,31.8,5,2,0,0,0,1,0,1
ORD_341772_27234,CUST_006543,2025-01-18 18:46:40,52.46,Beauty,Debit Card,496,0,0,0.0,0,0,0,0,0.0,18.2,5,3,0,0,0,1,0,0
ORD_812351_34317,CUST_008255,2025-01-18 18:50:48,128.48,Electronics,COD,339,0,0,0.0,0,0,0,0,0.0,21.1,4,1,0,0,0,1,0,0
ORD_882417_15266,CUST_003681,2025-01-18 18:59:03,197.69,Beauty,Debit Card,610,3,3,1.0,2,3,2,3,195.67,8.5,4,3,2,0,0,0,1,1
ORD_526314_8303,CUST_001974,2025-01-18 19:01:19,17.95,Beauty,UPI,628,2,1,0.5,2,2,1,1,30.38,27.8,5,0,0,0,0,0,0,1
ORD_641461_57613,CUST_013942,2025-01-18 19:07:04,100.6,Electronics,Credit Card,690,6,0,0.0,2,6,0,0,66.3,18.2,5,1,0,0,0,0,0,0
ORD_935083_44592,CUST_010773,2025-01-18 19:08:34,70.74,Clothing,UPI,614,0,0,0.0,0,0,0,0,0.0,34.5,2,19,0,0,0,1,0,0
ORD_536204_77800,CUST_018693,2025-01-18 19:27:00,14.15,Electronics,UPI,615,0,0,0.0,0,0,0,0,0.0,16.4,2,4,0,0,0,1,0,0
ORD_497099_52116,CUST_012567,2025-01-18 19:31:29,67.8,Home,Credit Card,295,0,0,0.0,0,0,0,0,0.0,5.9,3,4,0,0,0,1,0,0
ORD_429870_22689,CUST_005444,2025-01-18 19:41:34,33.23,Clothing,Credit Card,990,1,0,0.0,1,1,0,0,48.35,36.7,3,7,0,0,0,0,0,1
ORD_240381_52536,CUST_012678,2025-01-18 19:41:44,25.81,Electronics,Credit Card,926,0,0,0.0,0,0,0,0,0.0,15.7,5,2,0,0,0,1,0,0
ORD_251228_101587,CUST_024393,2025-01-18 19:45:06,127.84,Clothing,Credit Card,837,1,0,0.0,0,1,0,0,87.58,9.5,7,7,0,0,0,0,0,1
ORD_970900_39834,CUST_009615,2025-01-18 19:46:16,73.93,Books,UPI,408,1,0,0.0,1,1,0,0,45.28,27.0,3,0,0,0,0,0,0,0
ORD_767653_6153,CUST_001466,2025-01-18 19:47:07,169.43,Clothing,COD,920,0,0,0.0,0,0,0,0,0.0,35.1,6,30,0,0,0,1,1,0
ORD_346115_73850,CUST_017744,2025-01-18 19:52:04,69.74,Clothing,Credit Card,829,1,0,0.0,1,1,0,0,48.02,20.5,4,8,0,0,0,0,0,0
ORD_952452_11604,CUST_002795,2025-01-18 19:54:00,21.2,Electronics,Credit Card,737,0,0,0.0,0,0,0,0,0.0,14.2,4,1,0,0,0,1,0,0
ORD_897649_61768,CUST_014923,2025-01-18 19:55:49,17.23,Beauty,Credit Card,872,2,1,0.5,1,2,0,1,37.97,27.4,9,10,0,0,0,0,0,0
ORD_923173_77872,CUST_018710,2025-01-18 20:03:02,141.86,Clothing,UPI,930,2,0,0.0,1,2,0,0,87.73,4.2,6,1,0,0,0,0,0,0
ORD_205936_29321,CUST_007029,2025-01-18 20:04:29,78.23,Clothing,COD,249,1,0,0.0,0,1,0,0,88.22,15.3,3,5,0,0,0,0,0,0
ORD_973079_18519,CUST_004428,2025-01-18 20:05:33,95.95,Beauty,Debit Card,463,1,0,0.0,0,1,0,0,72.55,2.6,3,6,0,0,0,0,0,0
ORD_238021_97513,CUST_023409,2025-01-18 20:08:40,41.42,Electronics,UPI,500,2,0,0.0,2,2,0,0,93.31,14.2,7,13,0,0,0,0,0,0
ORD_763887_34834,CUST_008379,2025-01-18 20:09:07,36.83,Clothing,Debit Card,117,1,0,0.0,0,1,0,0,51.69,28.6,3,4,0,0,0,0,0,0
ORD_714517_84992,CUST_020408,2025-01-18 20:22:08,120.01,Beauty,UPI,215,0,0,0.0,0,0,0,0,0.0,15.0,3,2,0,0,0,1,0,0
